Tag;Verkaufsmenge;ProduktID;Groesse;OrtID;Typ;KundenID
2024-01-01;5;1052;XL;2;Verkauf;18861
2024-01-01;4;1022;XS;3;Verkauf;18402
2024-01-01;1;1045;M;14;Verkauf;11900
2024-01-01;4;1056;S;3;Verkauf;13618
2024-01-01;5;1099;XS;20;Verkauf;19271
2024-01-01;5;1056;M;1;Verkauf;12611
2024-01-01;1;1014;S;9;Verkauf;12317
2024-01-01;2;1072;L;18;Verkauf;11980
2024-01-01;4;1032;XL;2;Verkauf;16794
2024-01-01;3;1011;S;4;Verkauf;15249
2024-01-01;4;1089;M;19;Verkauf;11265
2024-01-01;1;1088;S;18;Verkauf;17202
2024-01-01;1;1043;S;12;Verkauf;14238
2024-01-01;3;1025;XL;18;Verkauf;14842
2024-01-01;1;1084;XS;2;Verkauf;19434
2024-01-01;3;1030;M;8;Verkauf;15186
2024-01-01;1;1082;M;16;Verkauf;10864
2024-01-01;3;1002;S;6;Verkauf;14735
2024-01-01;3;1066;XL;13;Verkauf;11813
2024-01-01;2;1055;XS;18;Verkauf;18787
2024-01-01;1;1078;L;1;Verkauf;12352
2024-01-01;3;1041;XS;9;Verkauf;15400
2024-01-01;2;1061;S;14;Verkauf;10806
2024-01-01;4;1047;XL;12;Verkauf;10632
2024-01-01;3;1010;XL;1;Verkauf;14154
2024-01-01;3;1021;XS;17;Verkauf;19423
2024-01-01;4;1080;L;18;Verkauf;18201
2024-01-01;1;1092;L;4;Verkauf;16674
2024-01-01;2;1034;XS;7;Verkauf;10346
2024-01-01;2;1043;M;14;Verkauf;18641
2024-01-01;2;1019;XS;11;Verkauf;12280
2024-01-01;2;1043;M;18;Verkauf;14522
2024-01-01;5;1061;XS;9;Verkauf;19961
2024-01-01;2;1048;XL;18;Verkauf;19617
2024-01-01;4;1032;S;1;Verkauf;19024
2024-01-01;3;1051;S;9;Verkauf;15320
2024-01-01;4;1075;S;6;Verkauf;18380
2024-01-01;4;1078;M;2;Verkauf;18686
2024-01-01;3;1094;M;1;Verkauf;11823
2024-01-01;1;1000;L;7;Verkauf;14571
2024-01-01;5;1051;M;18;Verkauf;10102
2024-01-01;4;1082;L;8;Verkauf;18753
2024-01-01;1;1027;S;17;Verkauf;16153
2024-01-01;3;1096;M;4;Verkauf;19642
2024-01-01;1;1091;M;11;Verkauf;11270
2024-01-01;3;1002;XL;20;Verkauf;16857
2024-01-01;1;1001;S;7;Verkauf;13640
2024-01-01;1;1057;M;20;Verkauf;12489
2024-01-01;2;1053;M;9;Verkauf;16430
2024-01-01;4;1054;S;5;Verkauf;17304
2024-01-01;1;1011;XL;3;Verkauf;13331
2024-01-01;4;1035;L;13;Verkauf;19884
2024-01-01;2;1034;M;10;Verkauf;16201
2024-01-01;4;1066;M;8;Verkauf;11981
2024-01-01;5;1022;XL;20;Verkauf;10554
2024-01-01;4;1052;XL;5;Verkauf;15131
2024-01-01;5;1044;XL;5;Verkauf;11622
2024-01-01;1;1020;M;14;Verkauf;10401
2024-01-01;3;1090;S;8;Verkauf;14916
2024-01-01;2;1032;M;16;Verkauf;14217
2024-01-01;3;1029;XL;15;Verkauf;18609
2024-01-01;1;1029;XS;1;Verkauf;19702
2024-01-01;4;1012;XL;8;Verkauf;16369
2024-01-01;4;1056;XL;16;Verkauf;11695
2024-01-01;4;1016;XS;11;Verkauf;13153
2024-01-01;2;1003;M;1;Verkauf;18619
2024-01-01;1;1033;XS;16;Verkauf;12513
2024-01-01;3;1084;XS;11;Verkauf;13627
2024-01-01;5;1003;L;5;Verkauf;11352
2024-01-01;4;1087;L;2;Verkauf;11386
2024-01-01;4;1090;XS;20;Verkauf;18315
2024-01-01;1;1038;M;15;Verkauf;11895
2024-01-01;2;1065;L;1;Verkauf;18988
2024-01-01;5;1060;S;16;Verkauf;10628
2024-01-01;2;1016;XS;5;Verkauf;13970
2024-01-01;3;1014;L;10;Verkauf;14499
2024-01-01;1;1001;S;1;Verkauf;15558
2024-01-01;2;1092;M;17;Verkauf;12924
2024-01-01;5;1060;XL;14;Verkauf;15494
2024-01-01;5;1079;S;18;Verkauf;15625
2024-01-01;5;1075;S;19;Verkauf;15390
2024-01-01;2;1066;M;4;Verkauf;17247
2024-01-01;2;1024;S;9;Verkauf;19232
2024-01-01;2;1044;XS;16;Verkauf;14371
2024-01-01;4;1071;XS;9;Verkauf;17142
2024-01-01;4;1039;M;9;Verkauf;16097
2024-01-01;4;1076;L;1;Verkauf;17504
2024-01-01;3;1048;XL;4;Verkauf;17709
2024-01-01;5;1040;L;6;Verkauf;15396
2024-01-01;5;1047;M;19;Verkauf;11530
2024-01-01;2;1095;S;9;Verkauf;15471
2024-01-01;4;1000;XL;10;Retoure;17018
2024-01-01;5;1032;M;13;Verkauf;19636
2024-01-01;4;1029;L;16;Verkauf;12297
2024-01-01;3;1051;XS;18;Verkauf;11856
2024-01-01;1;1022;XL;15;Verkauf;18178
2024-01-01;2;1049;M;13;Verkauf;16250
2024-01-01;2;1028;M;10;Verkauf;14894
2024-01-01;1;1024;XL;18;Verkauf;19261
2024-01-01;3;1031;XL;8;Verkauf;14806
2024-01-01;5;1050;XS;11;Verkauf;12705
2024-01-01;1;1095;XL;14;Verkauf;14894
2024-01-01;1;1068;L;19;Verkauf;16417
2024-01-01;1;1082;M;3;Verkauf;16509
2024-01-01;4;1044;M;14;Verkauf;18328
2024-01-01;4;1066;M;4;Verkauf;10782
2024-01-01;2;1036;M;13;Verkauf;16270
2024-01-01;3;1086;S;16;Verkauf;11571
2024-01-01;5;1057;M;20;Verkauf;13098
2024-01-01;4;1092;S;10;Verkauf;12711
2024-01-01;2;1077;M;6;Verkauf;14334
2024-01-01;1;1023;L;15;Verkauf;19847
2024-01-01;1;1053;M;19;Verkauf;10317
2024-01-01;1;1040;M;9;Verkauf;11000
2024-01-01;5;1031;S;4;Verkauf;19322
2024-01-01;2;1000;XL;2;Verkauf;11003
2024-01-01;5;1095;XS;8;Verkauf;15600
2024-01-01;2;1006;XS;3;Verkauf;13792
2024-01-01;5;1095;S;13;Verkauf;18866
2024-01-01;1;1085;S;11;Verkauf;11531
2024-01-01;3;1085;XL;3;Verkauf;19483
2024-01-01;2;1051;XL;17;Verkauf;15217
2024-01-01;5;1015;S;3;Verkauf;16635
2024-01-01;3;1024;XS;16;Verkauf;10533
2024-01-01;1;1038;M;8;Verkauf;13871
2024-01-01;4;1090;XS;6;Retoure;11051
2024-01-01;1;1030;XL;14;Verkauf;10182
2024-01-01;4;1075;S;5;Verkauf;11693
2024-01-01;2;1087;L;17;Verkauf;14279
2024-01-01;1;1045;XS;14;Verkauf;19018
2024-01-01;4;1050;XL;14;Verkauf;19254
2024-01-01;2;1094;XS;8;Verkauf;17843
2024-01-01;1;1096;XL;5;Verkauf;11351
2024-01-01;5;1035;XL;4;Verkauf;16379
2024-01-01;5;1013;M;7;Verkauf;10139
2024-01-01;3;1014;S;6;Verkauf;13885
2024-01-01;2;1048;S;14;Verkauf;12167
2024-01-01;3;1044;XS;18;Verkauf;10313
2024-01-01;4;1087;XS;8;Verkauf;18720
2024-01-01;2;1048;M;10;Verkauf;12465
2024-01-01;2;1028;XL;18;Verkauf;19173
2024-01-01;5;1015;M;5;Verkauf;17836
2024-01-01;2;1019;S;16;Verkauf;19789
2024-01-01;3;1030;XL;17;Verkauf;17960
2024-01-01;2;1063;M;10;Verkauf;10474
2024-01-01;2;1005;L;17;Verkauf;17684
2024-01-01;3;1077;M;19;Verkauf;10039
2024-01-01;3;1001;L;17;Verkauf;11261
2024-01-01;4;1088;M;1;Verkauf;16037
2024-01-01;4;1062;XL;6;Verkauf;12954
2024-01-01;5;1046;S;4;Verkauf;18166
2024-01-01;4;1069;L;15;Verkauf;19572
2024-01-01;1;1082;L;8;Verkauf;14705
2024-01-01;4;1091;XL;8;Retoure;11373
2024-01-01;2;1088;S;13;Verkauf;10600
2024-01-01;4;1001;M;8;Verkauf;15582
2024-01-01;1;1019;XS;16;Verkauf;16117
2024-01-01;5;1087;S;20;Verkauf;15024
2024-01-01;3;1000;M;20;Verkauf;11310
2024-01-01;5;1007;M;12;Verkauf;14595
2024-01-01;4;1014;L;6;Verkauf;11665
2024-01-01;2;1043;L;3;Verkauf;10768
2024-01-01;3;1081;S;11;Verkauf;15871
2024-01-01;1;1045;M;13;Verkauf;16373
2024-01-01;1;1056;L;18;Verkauf;13554
2024-01-01;1;1083;M;20;Verkauf;11483
2024-01-01;2;1090;L;10;Verkauf;16916
2024-01-01;2;1088;XL;9;Verkauf;18829
2024-01-01;1;1022;M;11;Verkauf;12972
2024-01-01;2;1001;XL;13;Verkauf;14683
2024-01-01;5;1058;XL;16;Verkauf;15025
2024-01-01;5;1090;S;12;Verkauf;15369
2024-01-01;5;1045;S;9;Verkauf;14832
2024-01-01;3;1069;XS;16;Verkauf;14589
2024-01-01;2;1076;XL;9;Verkauf;17089
2024-01-01;3;1062;XS;18;Verkauf;15675
2024-01-01;1;1033;L;2;Verkauf;17475
2024-01-01;5;1077;XS;13;Verkauf;18584
2024-01-01;4;1065;M;4;Verkauf;18383
2024-01-01;4;1034;M;17;Verkauf;17193
2024-01-01;5;1081;XL;17;Verkauf;15308
2024-01-01;1;1000;S;2;Verkauf;11285
2024-01-01;5;1014;L;15;Verkauf;16717
2024-01-01;1;1083;XS;8;Verkauf;19231
2024-01-01;5;1042;XL;10;Verkauf;15479
2024-01-01;5;1066;XL;9;Verkauf;11476
2024-01-01;1;1011;M;17;Verkauf;11030
2024-01-01;2;1000;XS;20;Verkauf;11853
2024-01-01;5;1053;L;8;Verkauf;19477
2024-01-01;1;1031;L;16;Verkauf;13799
2024-01-02;4;1076;XS;20;Verkauf;17345
2024-01-02;1;1033;L;19;Verkauf;13455
2024-01-02;5;1083;M;8;Verkauf;15612
2024-01-02;4;1039;L;1;Verkauf;16565
2024-01-02;3;1046;XL;3;Verkauf;10394
2024-01-02;5;1057;S;6;Retoure;19878
2024-01-02;1;1014;XS;19;Verkauf;15521
2024-01-02;3;1001;S;18;Verkauf;15525
2024-01-02;1;1091;L;7;Verkauf;18579
2024-01-02;4;1038;L;12;Verkauf;14474
2024-01-02;1;1008;M;6;Verkauf;15560
2024-01-02;3;1069;M;10;Verkauf;12560
2024-01-02;1;1062;XL;17;Verkauf;11042
2024-01-02;3;1032;L;18;Verkauf;13717
2024-01-02;1;1008;L;15;Verkauf;15048
2024-01-02;2;1080;XS;13;Verkauf;10773
2024-01-02;2;1010;L;6;Verkauf;10416
2024-01-02;5;1055;XS;8;Verkauf;13633
2024-01-02;5;1067;S;6;Verkauf;17886
2024-01-02;3;1008;M;13;Verkauf;18417
2024-01-02;5;1066;XS;20;Verkauf;18872
2024-01-02;5;1015;L;2;Verkauf;11595
2024-01-02;3;1091;L;6;Verkauf;16750
2024-01-02;5;1054;XL;16;Verkauf;13290
2024-01-02;3;1051;XL;17;Verkauf;19684
2024-01-02;2;1059;M;10;Verkauf;18942
2024-01-02;4;1075;S;14;Verkauf;16535
2024-01-02;2;1028;M;4;Retoure;11153
2024-01-02;2;1033;L;5;Verkauf;15639
2024-01-02;2;1001;M;3;Verkauf;12273
2024-01-02;2;1009;S;9;Verkauf;11020
2024-01-02;4;1069;XS;1;Verkauf;16722
2024-01-02;4;1071;XS;18;Verkauf;13046
2024-01-02;2;1095;XS;10;Verkauf;17968
2024-01-02;4;1071;L;7;Verkauf;11286
2024-01-02;5;1039;S;5;Verkauf;12702
2024-01-02;2;1028;XS;16;Verkauf;16555
2024-01-02;1;1001;XS;16;Verkauf;17685
2024-01-02;4;1052;S;13;Verkauf;19849
2024-01-02;1;1034;XL;8;Verkauf;17495
2024-01-02;1;1014;XL;17;Verkauf;14923
2024-01-02;1;1084;XL;16;Verkauf;13394
2024-01-02;3;1086;S;6;Verkauf;10961
2024-01-02;2;1074;XS;6;Verkauf;17383
2024-01-02;4;1042;M;3;Verkauf;12005
2024-01-02;1;1030;S;17;Verkauf;17080
2024-01-02;1;1062;S;1;Verkauf;11802
2024-01-02;3;1013;L;11;Verkauf;15830
2024-01-02;4;1013;M;8;Verkauf;19224
2024-01-02;3;1023;M;15;Retoure;13955
2024-01-02;1;1022;XS;20;Verkauf;19407
2024-01-02;5;1061;L;18;Verkauf;18069
2024-01-02;4;1088;XL;2;Verkauf;13083
2024-01-02;3;1057;XL;3;Verkauf;16880
2024-01-02;5;1086;S;10;Verkauf;11473
2024-01-02;3;1089;S;17;Verkauf;19286
2024-01-02;1;1064;XS;6;Verkauf;15596
2024-01-02;2;1080;XL;2;Verkauf;12362
2024-01-02;4;1071;M;15;Verkauf;13143
2024-01-02;3;1005;M;8;Verkauf;17783
2024-01-02;1;1003;L;2;Verkauf;18775
2024-01-02;2;1098;XL;1;Verkauf;17613
2024-01-02;2;1020;XS;6;Verkauf;14220
2024-01-02;1;1018;M;15;Verkauf;17420
2024-01-02;4;1096;XL;12;Verkauf;19662
2024-01-02;1;1026;XL;19;Verkauf;17646
2024-01-02;3;1032;M;18;Verkauf;18094
2024-01-02;5;1097;XS;9;Verkauf;16100
2024-01-02;3;1051;S;4;Verkauf;10184
2024-01-02;4;1029;S;4;Verkauf;17890
2024-01-02;2;1040;XL;4;Verkauf;15342
2024-01-02;4;1009;XL;14;Verkauf;16433
2024-01-02;2;1020;M;9;Verkauf;19053
2024-01-02;1;1024;S;14;Verkauf;11915
2024-01-02;2;1052;XL;18;Verkauf;14145
2024-01-02;2;1043;XS;2;Verkauf;10835
2024-01-02;5;1079;L;15;Verkauf;10579
2024-01-02;5;1028;S;14;Verkauf;17407
2024-01-02;3;1047;XL;3;Verkauf;17252
2024-01-02;2;1039;S;3;Verkauf;12709
2024-01-02;1;1081;M;14;Verkauf;17527
2024-01-02;2;1020;XS;10;Verkauf;13787
2024-01-02;4;1017;M;9;Verkauf;19449
2024-01-02;2;1082;L;13;Verkauf;16583
2024-01-02;5;1039;M;12;Verkauf;16298
2024-01-02;4;1066;XL;20;Verkauf;19738
2024-01-02;5;1084;XS;15;Verkauf;19041
2024-01-02;1;1069;S;3;Verkauf;11927
2024-01-02;4;1037;L;18;Verkauf;19060
2024-01-02;4;1024;L;5;Verkauf;18420
2024-01-02;1;1031;L;6;Verkauf;15952
2024-01-02;1;1097;XS;20;Verkauf;17814
2024-01-02;2;1016;S;7;Verkauf;10983
2024-01-02;2;1072;M;14;Verkauf;16248
2024-01-02;4;1090;S;6;Verkauf;13087
2024-01-02;2;1002;XS;3;Verkauf;17211
2024-01-02;2;1021;M;20;Verkauf;10994
2024-01-02;5;1075;XL;10;Verkauf;13715
2024-01-02;5;1037;L;3;Verkauf;14048
2024-01-02;4;1001;XL;9;Verkauf;19493
2024-01-02;1;1004;M;3;Verkauf;14621
2024-01-02;4;1067;XL;1;Verkauf;14592
2024-01-02;5;1026;S;17;Verkauf;18012
2024-01-02;2;1027;M;6;Verkauf;13857
2024-01-02;2;1057;XL;3;Verkauf;16469
2024-01-02;5;1055;M;15;Verkauf;18097
2024-01-02;1;1000;S;8;Verkauf;10548
2024-01-02;3;1090;S;6;Verkauf;16105
2024-01-02;2;1081;M;2;Verkauf;12940
2024-01-02;2;1010;L;2;Verkauf;16883
2024-01-02;3;1092;XS;2;Verkauf;12216
2024-01-02;1;1002;XL;2;Verkauf;16700
2024-01-02;2;1069;XL;8;Verkauf;10048
2024-01-02;5;1080;L;20;Verkauf;11314
2024-01-02;1;1061;S;5;Verkauf;16935
2024-01-02;2;1092;XS;4;Verkauf;10528
2024-01-02;2;1036;XL;12;Verkauf;10494
2024-01-02;5;1003;L;12;Verkauf;19915
2024-01-02;5;1037;L;13;Verkauf;12211
2024-01-02;3;1056;S;5;Verkauf;12291
2024-01-02;4;1032;M;5;Verkauf;17533
2024-01-02;1;1024;XS;14;Verkauf;16869
2024-01-02;3;1049;L;4;Verkauf;17707
2024-01-02;4;1014;M;2;Verkauf;10259
2024-01-02;5;1093;XS;4;Verkauf;13346
2024-01-02;4;1027;L;2;Verkauf;12010
2024-01-02;3;1030;M;12;Verkauf;15821
2024-01-02;3;1020;M;10;Verkauf;15690
2024-01-02;1;1008;XL;12;Verkauf;18231
2024-01-02;1;1023;XS;11;Verkauf;16736
2024-01-02;3;1038;L;3;Verkauf;10426
2024-01-02;1;1087;L;15;Verkauf;13542
2024-01-02;4;1050;XL;8;Verkauf;17195
2024-01-02;3;1050;XL;12;Verkauf;16245
2024-01-02;4;1049;S;8;Verkauf;10550
2024-01-02;5;1081;XL;8;Verkauf;11152
2024-01-02;4;1053;XS;14;Verkauf;15719
2024-01-02;4;1032;XL;8;Verkauf;17740
2024-01-02;3;1047;M;14;Verkauf;16363
2024-01-02;4;1010;M;12;Verkauf;17720
2024-01-02;1;1024;L;5;Verkauf;15274
2024-01-02;1;1057;L;1;Verkauf;18033
2024-01-02;4;1009;S;20;Verkauf;14673
2024-01-02;3;1087;M;7;Verkauf;19392
2024-01-02;1;1062;S;13;Verkauf;15147
2024-01-02;4;1011;L;11;Verkauf;19999
2024-01-02;3;1067;S;16;Verkauf;11118
2024-01-02;4;1034;M;15;Verkauf;13630
2024-01-02;2;1007;XL;20;Verkauf;10559
2024-01-02;1;1013;XS;18;Verkauf;12744
2024-01-02;3;1003;L;20;Verkauf;13509
2024-01-02;2;1039;XS;14;Verkauf;19787
2024-01-02;3;1044;M;8;Verkauf;18326
2024-01-02;1;1096;S;9;Verkauf;11480
2024-01-02;2;1000;XL;6;Verkauf;13504
2024-01-02;1;1097;S;10;Verkauf;17843
2024-01-02;3;1039;L;8;Verkauf;12662
2024-01-02;1;1063;XS;6;Verkauf;17446
2024-01-02;3;1037;XS;1;Verkauf;12264
2024-01-02;1;1048;XL;5;Verkauf;17057
2024-01-02;3;1026;S;10;Verkauf;14275
2024-01-02;5;1087;S;14;Verkauf;18899
2024-01-02;1;1032;L;8;Verkauf;18119
2024-01-02;2;1077;M;13;Verkauf;19444
2024-01-02;2;1037;XL;4;Verkauf;15407
2024-01-02;1;1040;XL;2;Verkauf;18873
2024-01-02;2;1071;L;3;Verkauf;11843
2024-01-02;4;1048;S;4;Verkauf;10003
2024-01-02;3;1047;XS;10;Verkauf;17859
2024-01-02;5;1029;S;2;Verkauf;18535
2024-01-02;3;1020;XS;4;Verkauf;13436
2024-01-02;2;1063;S;11;Verkauf;19308
2024-01-02;3;1021;XL;8;Verkauf;14323
2024-01-02;1;1003;XL;7;Verkauf;12825
2024-01-02;5;1079;XL;15;Verkauf;19486
2024-01-02;3;1049;L;15;Verkauf;19026
2024-01-02;5;1019;XL;16;Verkauf;14326
2024-01-02;4;1012;L;10;Verkauf;14509
2024-01-02;1;1096;S;1;Verkauf;18317
2024-01-02;5;1032;XS;18;Verkauf;19024
2024-01-02;1;1055;XS;6;Verkauf;14350
2024-01-02;2;1086;S;14;Verkauf;18303
2024-01-02;3;1044;L;8;Verkauf;12257
2024-01-02;5;1092;XS;13;Verkauf;13277
2024-01-02;5;1036;L;14;Verkauf;14523
2024-01-02;5;1080;XS;11;Verkauf;11348
2024-01-02;2;1067;S;5;Verkauf;12689
2024-01-02;1;1078;M;9;Verkauf;11306
2024-01-02;4;1061;L;10;Verkauf;13863
2024-01-02;1;1026;S;7;Verkauf;19694
2024-01-02;3;1077;XS;14;Verkauf;17829
2024-01-02;4;1039;XL;1;Verkauf;18890
2024-01-02;2;1078;L;9;Verkauf;12068
2024-01-02;2;1082;L;13;Verkauf;10799
2024-01-02;3;1090;S;14;Verkauf;10805
2024-01-02;1;1076;L;12;Verkauf;16878
2024-01-02;5;1049;XS;20;Verkauf;19117
2024-01-02;1;1073;XS;6;Verkauf;16561
2024-01-02;5;1029;XL;7;Verkauf;10043
2024-01-02;3;1091;M;3;Verkauf;13482
2024-01-02;2;1009;XS;17;Verkauf;17272
2024-01-02;3;1072;M;17;Verkauf;16240
2024-01-02;5;1046;S;10;Verkauf;11771
2024-01-02;4;1069;L;3;Verkauf;11257
2024-01-02;5;1024;L;8;Verkauf;10233
2024-01-02;1;1033;L;8;Verkauf;13858
2024-01-02;4;1025;XS;5;Verkauf;14550
2024-01-02;1;1069;L;4;Verkauf;15419
2024-01-02;5;1021;XL;10;Verkauf;13537
2024-01-02;1;1069;L;15;Verkauf;14444
2024-01-02;2;1066;S;14;Verkauf;11963
2024-01-02;4;1064;L;11;Verkauf;11796
2024-01-02;4;1051;XS;3;Verkauf;12130
2024-01-02;3;1034;XL;17;Verkauf;19384
2024-01-02;2;1072;XS;19;Verkauf;18158
2024-01-02;4;1072;XL;4;Verkauf;13590
2024-01-02;3;1062;M;12;Verkauf;15623
2024-01-02;4;1081;S;16;Verkauf;18336
2024-01-02;3;1024;S;2;Verkauf;17440
2024-01-02;3;1008;XS;14;Verkauf;17674
2024-01-02;4;1018;S;14;Verkauf;13370
2024-01-02;1;1098;M;16;Verkauf;17211
2024-01-02;3;1087;L;17;Verkauf;16589
2024-01-02;4;1022;L;3;Verkauf;19379
2024-01-02;1;1020;L;11;Retoure;13913
2024-01-02;5;1053;XL;9;Verkauf;14165
2024-01-02;4;1067;XS;6;Verkauf;15837
2024-01-02;4;1035;L;3;Verkauf;15612
2024-01-02;2;1036;S;15;Retoure;12643
2024-01-02;1;1018;M;5;Verkauf;16417
2024-01-02;5;1018;L;4;Verkauf;19331
2024-01-02;2;1012;S;17;Verkauf;15088
2024-01-02;4;1092;XL;20;Verkauf;14248
2024-01-02;3;1057;S;5;Verkauf;10310
2024-01-02;1;1086;S;13;Verkauf;18550
2024-01-02;2;1069;XL;7;Verkauf;12522
2024-01-02;4;1068;L;9;Verkauf;12948
2024-01-02;4;1066;L;13;Verkauf;15085
2024-01-02;5;1003;M;16;Verkauf;10225
2024-01-02;2;1033;XS;19;Verkauf;17691
2024-01-02;3;1064;M;3;Verkauf;10330
2024-01-02;4;1024;XL;19;Verkauf;16807
2024-01-02;4;1062;M;6;Verkauf;10743
2024-01-02;1;1091;XL;4;Verkauf;16528
2024-01-02;1;1072;XL;9;Verkauf;15720
2024-01-02;5;1030;XL;12;Verkauf;11312
2024-01-02;2;1048;M;20;Verkauf;19191
2024-01-02;1;1070;L;6;Verkauf;16124
2024-01-02;1;1015;L;17;Verkauf;18165
2024-01-02;2;1031;XS;15;Verkauf;10031
2024-01-02;4;1097;L;15;Verkauf;10244
2024-01-02;4;1041;L;14;Verkauf;16013
2024-01-02;2;1098;XS;8;Verkauf;11555
2024-01-02;4;1055;M;6;Verkauf;11491
2024-01-02;4;1019;XL;17;Verkauf;17808
2024-01-02;3;1029;XL;2;Verkauf;15187
2024-01-02;2;1040;L;9;Verkauf;19699
2024-01-02;2;1051;XL;19;Verkauf;16133
2024-01-02;3;1022;M;3;Verkauf;19003
2024-01-02;3;1070;M;1;Retoure;18242
2024-01-02;4;1031;XS;11;Retoure;15538
2024-01-02;1;1019;XL;13;Verkauf;17924
2024-01-02;3;1095;L;16;Verkauf;16044
2024-01-02;1;1036;XS;19;Verkauf;16280
2024-01-02;5;1026;L;7;Verkauf;15775
2024-01-02;5;1017;XL;15;Verkauf;10410
2024-01-02;2;1097;XS;17;Verkauf;16379
2024-01-02;5;1010;M;19;Verkauf;11927
2024-01-02;5;1005;XS;4;Verkauf;11716
2024-01-02;5;1067;M;16;Verkauf;16719
2024-01-02;1;1021;M;19;Verkauf;10658
2024-01-02;2;1021;XL;4;Verkauf;15570
2024-01-02;5;1067;L;14;Verkauf;18912
2024-01-02;5;1075;L;2;Verkauf;17499
2024-01-02;5;1047;L;13;Verkauf;13644
2024-01-02;1;1026;XL;4;Verkauf;14864
2024-01-02;4;1035;XS;15;Verkauf;10194
2024-01-02;1;1005;M;16;Verkauf;18960
2024-01-02;3;1071;XS;5;Verkauf;19240
2024-01-02;5;1012;L;16;Verkauf;11683
2024-01-02;1;1050;S;18;Verkauf;18932
2024-01-03;3;1027;M;12;Verkauf;13936
2024-01-03;5;1020;L;2;Verkauf;18020
2024-01-03;3;1049;S;8;Verkauf;17892
2024-01-03;2;1081;XS;2;Verkauf;17983
